Episode   	AvgTrainReward 	AvgLoss        	Step      	Epsilon   	AvgEvalReward  
26786     	0.0872         	0.010491       	2330000   	0.1000    	136.80         
26827     	0.0711         	0.011316       	2340000   	0.1000    	81.00          
26867     	0.0523         	0.011638       	2350000   	0.1000    	96.10          
26910     	0.0738         	0.011281       	2360000   	0.1000    	104.20         
26949     	0.0604         	0.011928       	2370000   	0.1000    	157.50         
26986     	0.0609         	0.012488       	2380000   	0.1000    	114.70         
27024     	0.0580         	0.012706       	2390000   	0.1000    	131.10         
27064     	0.0666         	0.011659       	2400000   	0.1000    	144.70         
27105     	0.0594         	0.012419       	2410000   	0.1000    	116.40         
27139     	0.0812         	0.011825       	2420000   	0.1000    	91.40          
27179     	0.0555         	0.012216       	2430000   	0.1000    	125.10         
27216     	0.0610         	0.012428       	2440000   	0.1000    	87.70          
27251     	0.0874         	0.011988       	2450000   	0.1000    	148.10         
27291     	0.0856         	0.012091       	2460000   	0.1000    	148.00         
27329     	0.0706         	0.012584       	2470000   	0.1000    	146.90         
27369     	0.0696         	0.012444       	2480000   	0.1000    	137.50         
27404     	0.0703         	0.012641       	2490000   	0.1000    	165.70         
27441     	0.0705         	0.013250       	2500000   	0.1000    	176.40         
27477     	0.0635         	0.013866       	2510000   	0.1000    	126.00         
27513     	0.0603         	0.013903       	2520000   	0.1000    	151.70         
27557     	0.0717         	0.013597       	2530000   	0.1000    	184.20         
27590     	0.0908         	0.013419       	2540000   	0.1000    	137.30         
27626     	0.0774         	0.014491       	2550000   	0.1000    	163.10         
27665     	0.0623         	0.013181       	2560000   	0.1000    	145.60         
27703     	0.0582         	0.013809       	2570000   	0.1000    	121.20         
27744     	0.0557         	0.013941       	2580000   	0.1000    	84.10          
27782     	0.0613         	0.014853       	2590000   	0.1000    	94.90          
27822     	0.0658         	0.013375       	2600000   	0.1000    	141.70         
27861     	0.0579         	0.015438       	2610000   	0.1000    	112.30         
27894     	0.0596         	0.016594       	2620000   	0.1000    	165.50         
27935     	0.0709         	0.014781       	2630000   	0.1000    	144.10         
27977     	0.0873         	0.015341       	2640000   	0.1000    	80.10          
28022     	0.0688         	0.016847       	2650000   	0.1000    	88.20          
28061     	0.0757         	0.016753       	2660000   	0.1000    	122.10         
28098     	0.0713         	0.015897       	2670000   	0.1000    	185.80         
28136     	0.0932         	0.016862       	2680000   	0.1000    	170.50         
28171     	0.0886         	0.016247       	2690000   	0.1000    	103.90         
28214     	0.0931         	0.017462       	2700000   	0.1000    	137.90         
28253     	0.0739         	0.017625       	2710000   	0.1000    	165.30         
28287     	0.1023         	0.018184       	2720000   	0.1000    	132.30         
28329     	0.0651         	0.020178       	2730000   	0.1000    	153.50         
28364     	0.0926         	0.019919       	2740000   	0.1000    	105.50         
28399     	0.0611         	0.019622       	2750000   	0.1000    	154.70         
28435     	0.0744         	0.022006       	2760000   	0.1000    	129.30         
28471     	0.0743         	0.020466       	2770000   	0.1000    	147.40         
28509     	0.0743         	0.020703       	2780000   	0.1000    	126.10         
28543     	0.0623         	0.023050       	2790000   	0.1000    	170.60         
28582     	0.0858         	0.021041       	2800000   	0.1000    	145.40         
28612     	0.1104         	0.022747       	2810000   	0.1000    	149.40         
28649     	0.0808         	0.022697       	2820000   	0.1000    	208.80         
28685     	0.0808         	0.022625       	2830000   	0.1000    	88.20          
28725     	0.0766         	0.021853       	2840000   	0.1000    	164.80         
28763     	0.0787         	0.023622       	2850000   	0.1000    	140.20         
28794     	0.0946         	0.024506       	2860000   	0.1000    	148.10         
28827     	0.0983         	0.023794       	2870000   	0.1000    	69.30          
28867     	0.1034         	0.024078       	2880000   	0.1000    	142.80         
28909     	0.0707         	0.022556       	2890000   	0.1000    	176.70         
28946     	0.1012         	0.025919       	2900000   	0.1000    	168.80         
28982     	0.0798         	0.026166       	2910000   	0.1000    	194.00         
29019     	0.0684         	0.025641       	2920000   	0.1000    	149.10         
29058     	0.0654         	0.025388       	2930000   	0.1000    	138.20         
29093     	0.1032         	0.029100       	2940000   	0.1000    	160.00         
29136     	0.0855         	0.026119       	2950000   	0.1000    	137.60         
29174     	0.0903         	0.028381       	2960000   	0.1000    	176.80         
29207     	0.0683         	0.027734       	2970000   	0.1000    	122.50         
29246     	0.0838         	0.027391       	2980000   	0.1000    	177.20         
29281     	0.1081         	0.028284       	2990000   	0.1000    	167.10         
29318     	0.0821         	0.029981       	3000000   	0.1000    	132.00         
29348     	0.0966         	0.028278       	3010000   	0.1000    	124.20         
29387     	0.0789         	0.029312       	3020000   	0.1000    	159.50         
29432     	0.1085         	0.029772       	3030000   	0.1000    	186.50         
29467     	0.0972         	0.032181       	3040000   	0.1000    	128.10         
29501     	0.0728         	0.030959       	3050000   	0.1000    	156.90         
29539     	0.0973         	0.029016       	3060000   	0.1000    	183.90         
29576     	0.0772         	0.031728       	3070000   	0.1000    	225.50         
29611     	0.0761         	0.031856       	3080000   	0.1000    	160.40         
29648     	0.0788         	0.032044       	3090000   	0.1000    	183.30         
29688     	0.0641         	0.031256       	3100000   	0.1000    	151.00         
29729     	0.0967         	0.031184       	3110000   	0.1000    	185.00         
29766     	0.0807         	0.033131       	3120000   	0.1000    	134.50         
29805     	0.0885         	0.032106       	3130000   	0.1000    	171.50         
29843     	0.0582         	0.035175       	3140000   	0.1000    	171.00         
29879     	0.0949         	0.033503       	3150000   	0.1000    	212.10         
29916     	0.0975         	0.033994       	3160000   	0.1000    	141.20         
29952     	0.0780         	0.033503       	3170000   	0.1000    	162.30         
29988     	0.1017         	0.034209       	3180000   	0.1000    	159.00         
30022     	0.0974         	0.034034       	3190000   	0.1000    	160.90         
30061     	0.1123         	0.031038       	3200000   	0.1000    	175.10         
30096     	0.1011         	0.032547       	3210000   	0.1000    	186.60         
30136     	0.1182         	0.033597       	3220000   	0.1000    	185.40         
30176     	0.0868         	0.034888       	3230000   	0.1000    	165.60         
30214     	0.0792         	0.033716       	3240000   	0.1000    	187.00         
30248     	0.1351         	0.035575       	3250000   	0.1000    	168.40         
30283     	0.0794         	0.034722       	3260000   	0.1000    	194.60         
30319     	0.0766         	0.036312       	3270000   	0.1000    	120.40         
